TRINITY_DN36023_c0_g1_i1,TRINITY_DN36023_c0_g1
TRINITY_DN36027_c0_g1_i1,TRINITY_DN36027_c0_g1
TRINITY_DN36075_c0_g1_i1,TRINITY_DN36075_c0_g1
TRINITY_DN36097_c0_g1_i1,TRINITY_DN36097_c0_g1
TRINITY_DN36071_c0_g1_i1,TRINITY_DN36071_c0_g1
TRINITY_DN36094_c0_g1_i1,TRINITY_DN36094_c0_g1
TRINITY_DN36086_c0_g1_i1,TRINITY_DN36086_c0_g1
TRINITY_DN36010_c0_g1_i1,TRINITY_DN36010_c0_g1
TRINITY_DN36063_c0_g1_i1,TRINITY_DN36063_c0_g1
TRINITY_DN36056_c0_g1_i1,TRINITY_DN36056_c0_g1
TRINITY_DN36074_c0_g1_i1,TRINITY_DN36074_c0_g1
TRINITY_DN36042_c0_g1_i1,TRINITY_DN36042_c0_g1
TRINITY_DN36083_c0_g1_i1,TRINITY_DN36083_c0_g1
TRINITY_DN36040_c0_g1_i1,TRINITY_DN36040_c0_g1
TRINITY_DN36009_c0_g1_i1,TRINITY_DN36009_c0_g1
TRINITY_DN36020_c0_g1_i1,TRINITY_DN36020_c0_g1
TRINITY_DN36107_c0_g1_i1,TRINITY_DN36107_c0_g1
TRINITY_DN36061_c0_g1_i1,TRINITY_DN36061_c0_g1
TRINITY_DN36035_c0_g1_i1,TRINITY_DN36035_c0_g1
TRINITY_DN36043_c0_g1_i1,TRINITY_DN36043_c0_g1
TRINITY_DN36058_c0_g1_i1,TRINITY_DN36058_c0_g1
TRINITY_DN36038_c0_g1_i1,TRINITY_DN36038_c0_g1
TRINITY_DN36100_c0_g1_i1,TRINITY_DN36100_c0_g1
TRINITY_DN36096_c0_g1_i1,TRINITY_DN36096_c0_g1
TRINITY_DN36068_c0_g1_i1,TRINITY_DN36068_c0_g1
TRINITY_DN36079_c0_g1_i1,TRINITY_DN36079_c0_g1
TRINITY_DN36057_c0_g1_i1,TRINITY_DN36057_c0_g1
TRINITY_DN36046_c0_g1_i1,TRINITY_DN36046_c0_g1
TRINITY_DN36048_c0_g1_i1,TRINITY_DN36048_c0_g1
TRINITY_DN36087_c0_g1_i1,TRINITY_DN36087_c0_g1
TRINITY_DN36011_c0_g1_i1,TRINITY_DN36011_c0_g1
TRINITY_DN36052_c0_g1_i1,TRINITY_DN36052_c0_g1
TRINITY_DN36024_c0_g1_i1,TRINITY_DN36024_c0_g1
TRINITY_DN36047_c0_g1_i1,TRINITY_DN36047_c0_g1
TRINITY_DN36021_c0_g1_i1,TRINITY_DN36021_c0_g1
TRINITY_DN36066_c0_g1_i1,TRINITY_DN36066_c0_g1
TRINITY_DN36026_c0_g1_i1,TRINITY_DN36026_c0_g1
TRINITY_DN36103_c0_g1_i1,TRINITY_DN36103_c0_g1
TRINITY_DN36034_c0_g1_i1,TRINITY_DN36034_c0_g1
TRINITY_DN36102_c0_g1_i1,TRINITY_DN36102_c0_g1
TRINITY_DN36014_c0_g1_i1,TRINITY_DN36014_c0_g1
TRINITY_DN36069_c0_g1_i1,TRINITY_DN36069_c0_g1
TRINITY_DN36025_c0_g1_i1,TRINITY_DN36025_c0_g1
TRINITY_DN36018_c0_g1_i1,TRINITY_DN36018_c0_g1
TRINITY_DN36089_c0_g1_i1,TRINITY_DN36089_c0_g1
TRINITY_DN36053_c0_g1_i1,TRINITY_DN36053_c0_g1
TRINITY_DN36041_c0_g1_i1,TRINITY_DN36041_c0_g1
TRINITY_DN36073_c0_g1_i1,TRINITY_DN36073_c0_g1
TRINITY_DN36092_c0_g1_i1,TRINITY_DN36092_c0_g1
TRINITY_DN36008_c0_g1_i1,TRINITY_DN36008_c0_g1
TRINITY_DN36012_c0_g1_i1,TRINITY_DN36012_c0_g1
TRINITY_DN36084_c0_g1_i1,TRINITY_DN36084_c0_g1
TRINITY_DN36059_c0_g1_i1,TRINITY_DN36059_c0_g1
TRINITY_DN36093_c0_g1_i1,TRINITY_DN36093_c0_g1
TRINITY_DN36051_c0_g1_i1,TRINITY_DN36051_c0_g1
TRINITY_DN36060_c0_g1_i1,TRINITY_DN36060_c0_g1
TRINITY_DN36036_c0_g1_i1,TRINITY_DN36036_c0_g1
TRINITY_DN36054_c0_g1_i1,TRINITY_DN36054_c0_g1
TRINITY_DN36088_c0_g1_i1,TRINITY_DN36088_c0_g1
TRINITY_DN56227_c0_g1_i1,TRINITY_DN56227_c0_g1
TRINITY_DN56274_c0_g1_i1,TRINITY_DN56274_c0_g1
TRINITY_DN56267_c0_g1_i1,TRINITY_DN56267_c0_g1
TRINITY_DN56308_c0_g1_i1,TRINITY_DN56308_c0_g1
TRINITY_DN56237_c0_g1_i1,TRINITY_DN56237_c0_g1
TRINITY_DN56300_c0_g1_i1,TRINITY_DN56300_c0_g1
TRINITY_DN56286_c0_g1_i1,TRINITY_DN56286_c0_g1
TRINITY_DN56235_c0_g1_i1,TRINITY_DN56235_c0_g1
TRINITY_DN56245_c0_g1_i1,TRINITY_DN56245_c0_g1
TRINITY_DN56266_c0_g1_i1,TRINITY_DN56266_c0_g1
TRINITY_DN56261_c0_g1_i1,TRINITY_DN56261_c0_g1
TRINITY_DN56280_c0_g1_i1,TRINITY_DN56280_c0_g1
TRINITY_DN56234_c0_g1_i1,TRINITY_DN56234_c0_g1
TRINITY_DN56242_c0_g1_i1,TRINITY_DN56242_c0_g1
TRINITY_DN56256_c0_g1_i1,TRINITY_DN56256_c0_g1
TRINITY_DN56281_c0_g1_i1,TRINITY_DN56281_c0_g1
TRINITY_DN56306_c0_g1_i1,TRINITY_DN56306_c0_g1
TRINITY_DN56252_c0_g1_i1,TRINITY_DN56252_c0_g1
TRINITY_DN56320_c0_g1_i1,TRINITY_DN56320_c0_g1
TRINITY_DN56283_c0_g1_i1,TRINITY_DN56283_c0_g1
TRINITY_DN56224_c0_g1_i1,TRINITY_DN56224_c0_g1
TRINITY_DN56319_c0_g1_i1,TRINITY_DN56319_c0_g1
TRINITY_DN56310_c0_g1_i1,TRINITY_DN56310_c0_g1
TRINITY_DN56247_c0_g1_i1,TRINITY_DN56247_c0_g1
TRINITY_DN56309_c0_g1_i1,TRINITY_DN56309_c0_g1
TRINITY_DN56240_c0_g1_i1,TRINITY_DN56240_c0_g1
TRINITY_DN56275_c0_g1_i1,TRINITY_DN56275_c0_g1
TRINITY_DN56293_c0_g1_i1,TRINITY_DN56293_c0_g1
TRINITY_DN56259_c0_g1_i1,TRINITY_DN56259_c0_g1
TRINITY_DN56270_c0_g1_i1,TRINITY_DN56270_c0_g1
TRINITY_DN56282_c0_g1_i1,TRINITY_DN56282_c0_g1
TRINITY_DN56299_c0_g1_i1,TRINITY_DN56299_c0_g1
TRINITY_DN56315_c0_g1_i1,TRINITY_DN56315_c0_g1
TRINITY_DN56228_c0_g1_i1,TRINITY_DN56228_c0_g1
TRINITY_DN56257_c0_g1_i1,TRINITY_DN56257_c0_g1
TRINITY_DN56248_c0_g1_i1,TRINITY_DN56248_c0_g1
TRINITY_DN56292_c0_g1_i1,TRINITY_DN56292_c0_g1
TRINITY_DN56255_c0_g1_i1,TRINITY_DN56255_c0_g1
TRINITY_DN56290_c0_g1_i1,TRINITY_DN56290_c0_g1
TRINITY_DN56233_c0_g1_i1,TRINITY_DN56233_c0_g1
TRINITY_DN56221_c0_g1_i1,TRINITY_DN56221_c0_g1
TRINITY_DN56239_c0_g1_i1,TRINITY_DN56239_c0_g1
TRINITY_DN56231_c0_g1_i1,TRINITY_DN56231_c0_g1
TRINITY_DN56243_c0_g1_i1,TRINITY_DN56243_c0_g1
TRINITY_DN56263_c0_g1_i1,TRINITY_DN56263_c0_g1
TRINITY_DN56232_c0_g1_i1,TRINITY_DN56232_c0_g1
TRINITY_DN56249_c0_g1_i1,TRINITY_DN56249_c0_g1
TRINITY_DN56223_c0_g1_i1,TRINITY_DN56223_c0_g1
TRINITY_DN56278_c0_g1_i1,TRINITY_DN56278_c0_g1
TRINITY_DN56289_c0_g1_i1,TRINITY_DN56289_c0_g1
TRINITY_DN56277_c0_g1_i1,TRINITY_DN56277_c0_g1
TRINITY_DN56254_c0_g1_i1,TRINITY_DN56254_c0_g1
TRINITY_DN56279_c0_g1_i1,TRINITY_DN56279_c0_g1
TRINITY_DN56288_c0_g1_i1,TRINITY_DN56288_c0_g1
TRINITY_DN56284_c0_g1_i1,TRINITY_DN56284_c0_g1
TRINITY_DN56273_c0_g1_i1,TRINITY_DN56273_c0_g1
TRINITY_DN56226_c0_g1_i1,TRINITY_DN56226_c0_g1
TRINITY_DN56285_c0_g1_i1,TRINITY_DN56285_c0_g1
TRINITY_DN56307_c0_g1_i1,TRINITY_DN56307_c0_g1
TRINITY_DN56262_c0_g1_i1,TRINITY_DN56262_c0_g1
TRINITY_DN56296_c0_g1_i1,TRINITY_DN56296_c0_g1
TRINITY_DN56238_c0_g1_i1,TRINITY_DN56238_c0_g1
TRINITY_DN56303_c0_g1_i1,TRINITY_DN56303_c0_g1
TRINITY_DN56225_c0_g1_i1,TRINITY_DN56225_c0_g1
TRINITY_DN56264_c0_g1_i1,TRINITY_DN56264_c0_g1
TRINITY_DN56272_c0_g1_i1,TRINITY_DN56272_c0_g1
TRINITY_DN56301_c0_g1_i1,TRINITY_DN56301_c0_g1
TRINITY_DN56318_c0_g1_i1,TRINITY_DN56318_c0_g1
TRINITY_DN56260_c0_g1_i1,TRINITY_DN56260_c0_g1
TRINITY_DN56298_c0_g1_i1,TRINITY_DN56298_c0_g1
TRINITY_DN56302_c0_g1_i1,TRINITY_DN56302_c0_g1
TRINITY_DN56317_c0_g1_i1,TRINITY_DN56317_c0_g1
TRINITY_DN56312_c0_g1_i1,TRINITY_DN56312_c0_g1
TRINITY_DN56258_c0_g1_i1,TRINITY_DN56258_c0_g1
TRINITY_DN56241_c0_g1_i1,TRINITY_DN56241_c0_g1
TRINITY_DN56230_c0_g1_i1,TRINITY_DN56230_c0_g1
TRINITY_DN56287_c0_g1_i1,TRINITY_DN56287_c0_g1
TRINITY_DN56251_c0_g1_i1,TRINITY_DN56251_c0_g1
TRINITY_DN56246_c0_g1_i1,TRINITY_DN56246_c0_g1
TRINITY_DN56316_c0_g1_i1,TRINITY_DN56316_c0_g1
TRINITY_DN56295_c0_g1_i1,TRINITY_DN56295_c0_g1
TRINITY_DN56291_c0_g1_i1,TRINITY_DN56291_c0_g1
TRINITY_DN56304_c0_g1_i1,TRINITY_DN56304_c0_g1
TRINITY_DN56314_c0_g1_i1,TRINITY_DN56314_c0_g1
TRINITY_DN38542_c0_g1_i1,TRINITY_DN38542_c0_g1
TRINITY_DN38569_c0_g1_i1,TRINITY_DN38569_c0_g1
TRINITY_DN38531_c0_g1_i1,TRINITY_DN38531_c0_g1
TRINITY_DN38572_c0_g1_i1,TRINITY_DN38572_c0_g1
TRINITY_DN38571_c0_g1_i1,TRINITY_DN38571_c0_g1
TRINITY_DN38584_c0_g1_i1,TRINITY_DN38584_c0_g1
TRINITY_DN38549_c0_g1_i1,TRINITY_DN38549_c0_g1
TRINITY_DN38604_c0_g1_i1,TRINITY_DN38604_c0_g1
TRINITY_DN38550_c0_g1_i1,TRINITY_DN38550_c0_g1
TRINITY_DN38605_c0_g1_i1,TRINITY_DN38605_c0_g1
TRINITY_DN38541_c0_g1_i1,TRINITY_DN38541_c0_g1
TRINITY_DN38528_c0_g1_i1,TRINITY_DN38528_c0_g1
TRINITY_DN38540_c0_g1_i1,TRINITY_DN38540_c0_g1
TRINITY_DN38539_c0_g1_i1,TRINITY_DN38539_c0_g1
TRINITY_DN38600_c0_g1_i1,TRINITY_DN38600_c0_g1
TRINITY_DN38591_c0_g1_i1,TRINITY_DN38591_c0_g1
TRINITY_DN38513_c0_g1_i1,TRINITY_DN38513_c0_g1
TRINITY_DN38522_c0_g1_i1,TRINITY_DN38522_c0_g1
TRINITY_DN38518_c0_g1_i1,TRINITY_DN38518_c0_g1
TRINITY_DN38596_c0_g1_i1,TRINITY_DN38596_c0_g1
TRINITY_DN38576_c0_g1_i1,TRINITY_DN38576_c0_g1
TRINITY_DN38562_c0_g1_i1,TRINITY_DN38562_c0_g1
TRINITY_DN38557_c0_g1_i1,TRINITY_DN38557_c0_g1
TRINITY_DN38534_c0_g1_i1,TRINITY_DN38534_c0_g1
TRINITY_DN38581_c0_g1_i1,TRINITY_DN38581_c0_g1
TRINITY_DN38588_c0_g1_i1,TRINITY_DN38588_c0_g1
TRINITY_DN38595_c0_g1_i1,TRINITY_DN38595_c0_g1
TRINITY_DN38601_c0_g1_i1,TRINITY_DN38601_c0_g1
TRINITY_DN38547_c0_g1_i1,TRINITY_DN38547_c0_g1
TRINITY_DN38580_c0_g1_i1,TRINITY_DN38580_c0_g1
TRINITY_DN38568_c0_g1_i1,TRINITY_DN38568_c0_g1
TRINITY_DN38554_c0_g1_i1,TRINITY_DN38554_c0_g1
TRINITY_DN38543_c0_g1_i1,TRINITY_DN38543_c0_g1
TRINITY_DN38543_c0_g1_i2,TRINITY_DN38543_c0_g1
TRINITY_DN38523_c0_g1_i1,TRINITY_DN38523_c0_g1
TRINITY_DN38560_c0_g1_i1,TRINITY_DN38560_c0_g1
TRINITY_DN38567_c0_g1_i1,TRINITY_DN38567_c0_g1
TRINITY_DN38593_c0_g1_i1,TRINITY_DN38593_c0_g1
TRINITY_DN38520_c0_g1_i1,TRINITY_DN38520_c0_g1
TRINITY_DN38586_c0_g1_i1,TRINITY_DN38586_c0_g1
TRINITY_DN38592_c0_g1_i1,TRINITY_DN38592_c0_g1
TRINITY_DN38574_c0_g1_i1,TRINITY_DN38574_c0_g1
TRINITY_DN38597_c0_g1_i1,TRINITY_DN38597_c0_g1
TRINITY_DN38535_c0_g1_i1,TRINITY_DN38535_c0_g1
TRINITY_DN38552_c0_g1_i1,TRINITY_DN38552_c0_g1
TRINITY_DN38607_c0_g1_i1,TRINITY_DN38607_c0_g1
TRINITY_DN38538_c0_g1_i1,TRINITY_DN38538_c0_g1
TRINITY_DN38519_c0_g1_i1,TRINITY_DN38519_c0_g1
TRINITY_DN38527_c0_g1_i1,TRINITY_DN38527_c0_g1
TRINITY_DN38533_c0_g1_i1,TRINITY_DN38533_c0_g1
TRINITY_DN38544_c0_g1_i1,TRINITY_DN38544_c0_g1
TRINITY_DN38553_c0_g1_i1,TRINITY_DN38553_c0_g1
TRINITY_DN38606_c0_g1_i1,TRINITY_DN38606_c0_g1
TRINITY_DN38582_c0_g1_i1,TRINITY_DN38582_c0_g1
TRINITY_DN38559_c0_g1_i1,TRINITY_DN38559_c0_g1
TRINITY_DN38594_c0_g1_i1,TRINITY_DN38594_c0_g1
TRINITY_DN38587_c0_g1_i1,TRINITY_DN38587_c0_g1
TRINITY_DN38608_c0_g1_i1,TRINITY_DN38608_c0_g1
TRINITY_DN38573_c0_g1_i1,TRINITY_DN38573_c0_g1
TRINITY_DN38583_c0_g1_i1,TRINITY_DN38583_c0_g1
TRINITY_DN38598_c0_g1_i1,TRINITY_DN38598_c0_g1
TRINITY_DN38514_c0_g1_i1,TRINITY_DN38514_c0_g1
TRINITY_DN38575_c0_g1_i1,TRINITY_DN38575_c0_g1
TRINITY_DN38526_c0_g1_i1,TRINITY_DN38526_c0_g1
TRINITY_DN38577_c0_g1_i1,TRINITY_DN38577_c0_g1
TRINITY_DN38510_c0_g1_i1,TRINITY_DN38510_c0_g1
TRINITY_DN38602_c0_g1_i1,TRINITY_DN38602_c0_g1
TRINITY_DN38563_c0_g1_i1,TRINITY_DN38563_c0_g1
TRINITY_DN38530_c0_g1_i1,TRINITY_DN38530_c0_g1
TRINITY_DN38515_c0_g1_i1,TRINITY_DN38515_c0_g1
TRINITY_DN38589_c0_g1_i1,TRINITY_DN38589_c0_g1
TRINITY_DN38556_c0_g1_i1,TRINITY_DN38556_c0_g1
TRINITY_DN38517_c0_g1_i1,TRINITY_DN38517_c0_g1
TRINITY_DN38516_c0_g1_i1,TRINITY_DN38516_c0_g1
TRINITY_DN38525_c0_g1_i1,TRINITY_DN38525_c0_g1
TRINITY_DN38548_c0_g1_i1,TRINITY_DN38548_c0_g1
TRINITY_DN38599_c0_g1_i2,TRINITY_DN38599_c0_g1
TRINITY_DN38551_c0_g1_i1,TRINITY_DN38551_c0_g1
TRINITY_DN38566_c0_g1_i1,TRINITY_DN38566_c0_g1
TRINITY_DN38585_c0_g1_i1,TRINITY_DN38585_c0_g1
TRINITY_DN38545_c0_g1_i1,TRINITY_DN38545_c0_g1
TRINITY_DN38578_c0_g1_i1,TRINITY_DN38578_c0_g1
TRINITY_DN38524_c0_g1_i1,TRINITY_DN38524_c0_g1
TRINITY_DN38555_c0_g1_i1,TRINITY_DN38555_c0_g1
TRINITY_DN38564_c0_g1_i1,TRINITY_DN38564_c0_g1
TRINITY_DN38570_c0_g1_i1,TRINITY_DN38570_c0_g1
TRINITY_DN38529_c0_g1_i1,TRINITY_DN38529_c0_g1
TRINITY_DN38532_c0_g1_i1,TRINITY_DN38532_c0_g1
TRINITY_DN15158_c0_g1_i1,TRINITY_DN15158_c0_g1
TRINITY_DN15158_c0_g1_i2,TRINITY_DN15158_c0_g1
TRINITY_DN15117_c0_g1_i1,TRINITY_DN15117_c0_g1
TRINITY_DN15198_c0_g1_i1,TRINITY_DN15198_c0_g1
TRINITY_DN15194_c0_g1_i1,TRINITY_DN15194_c0_g1
TRINITY_DN15134_c0_g1_i1,TRINITY_DN15134_c0_g1
TRINITY_DN15132_c0_g1_i1,TRINITY_DN15132_c0_g1
TRINITY_DN15150_c0_g1_i1,TRINITY_DN15150_c0_g1
TRINITY_DN15150_c1_g1_i1,TRINITY_DN15150_c1_g1
TRINITY_DN15180_c0_g1_i1,TRINITY_DN15180_c0_g1
TRINITY_DN15114_c0_g1_i1,TRINITY_DN15114_c0_g1
TRINITY_DN15114_c0_g1_i2,TRINITY_DN15114_c0_g1
TRINITY_DN15129_c0_g1_i1,TRINITY_DN15129_c0_g1
TRINITY_DN15171_c0_g1_i1,TRINITY_DN15171_c0_g1
TRINITY_DN15172_c0_g1_i1,TRINITY_DN15172_c0_g1
TRINITY_DN15195_c0_g1_i1,TRINITY_DN15195_c0_g1
TRINITY_DN15140_c0_g1_i1,TRINITY_DN15140_c0_g1
TRINITY_DN15127_c0_g1_i1,TRINITY_DN15127_c0_g1
TRINITY_DN15118_c0_g1_i1,TRINITY_DN15118_c0_g1
TRINITY_DN15118_c0_g1_i2,TRINITY_DN15118_c0_g1
TRINITY_DN15121_c0_g1_i1,TRINITY_DN15121_c0_g1
TRINITY_DN15124_c0_g1_i1,TRINITY_DN15124_c0_g1
TRINITY_DN15145_c0_g1_i1,TRINITY_DN15145_c0_g1
TRINITY_DN15128_c0_g1_i1,TRINITY_DN15128_c0_g1
TRINITY_DN15115_c0_g1_i1,TRINITY_DN15115_c0_g1
TRINITY_DN15138_c0_g1_i1,TRINITY_DN15138_c0_g1
TRINITY_DN15136_c0_g1_i1,TRINITY_DN15136_c0_g1
TRINITY_DN15165_c0_g1_i1,TRINITY_DN15165_c0_g1
TRINITY_DN15165_c0_g1_i2,TRINITY_DN15165_c0_g1
TRINITY_DN15191_c0_g1_i1,TRINITY_DN15191_c0_g1
TRINITY_DN15126_c0_g1_i1,TRINITY_DN15126_c0_g1
TRINITY_DN15144_c0_g1_i1,TRINITY_DN15144_c0_g1
TRINITY_DN15161_c0_g1_i1,TRINITY_DN15161_c0_g1
TRINITY_DN15160_c0_g1_i1,TRINITY_DN15160_c0_g1
TRINITY_DN15131_c0_g1_i1,TRINITY_DN15131_c0_g1
TRINITY_DN15106_c0_g1_i1,TRINITY_DN15106_c0_g1
TRINITY_DN15200_c0_g1_i1,TRINITY_DN15200_c0_g1
TRINITY_DN15187_c0_g1_i1,TRINITY_DN15187_c0_g1
TRINITY_DN15182_c0_g1_i1,TRINITY_DN15182_c0_g1
TRINITY_DN15135_c0_g1_i1,TRINITY_DN15135_c0_g1
TRINITY_DN15156_c0_g1_i1,TRINITY_DN15156_c0_g1
TRINITY_DN15170_c0_g1_i1,TRINITY_DN15170_c0_g1
TRINITY_DN15167_c0_g1_i1,TRINITY_DN15167_c0_g1
TRINITY_DN15102_c0_g1_i1,TRINITY_DN15102_c0_g1
TRINITY_DN15166_c0_g1_i1,TRINITY_DN15166_c0_g1
TRINITY_DN15146_c0_g1_i1,TRINITY_DN15146_c0_g1
TRINITY_DN15148_c0_g1_i1,TRINITY_DN15148_c0_g1
TRINITY_DN15122_c0_g1_i1,TRINITY_DN15122_c0_g1
TRINITY_DN15104_c0_g1_i1,TRINITY_DN15104_c0_g1
TRINITY_DN15104_c0_g1_i2,TRINITY_DN15104_c0_g1
TRINITY_DN15143_c0_g1_i1,TRINITY_DN15143_c0_g1
TRINITY_DN15184_c0_g1_i1,TRINITY_DN15184_c0_g1
TRINITY_DN15149_c0_g1_i1,TRINITY_DN15149_c0_g1
TRINITY_DN15174_c0_g1_i1,TRINITY_DN15174_c0_g1
TRINITY_DN15141_c0_g1_i1,TRINITY_DN15141_c0_g1
TRINITY_DN15153_c0_g1_i1,TRINITY_DN15153_c0_g1
TRINITY_DN15110_c0_g1_i1,TRINITY_DN15110_c0_g1
TRINITY_DN15110_c0_g1_i2,TRINITY_DN15110_c0_g1
TRINITY_DN15120_c0_g1_i1,TRINITY_DN15120_c0_g1
TRINITY_DN15125_c0_g1_i1,TRINITY_DN15125_c0_g1
TRINITY_DN15113_c0_g1_i1,TRINITY_DN15113_c0_g1
TRINITY_DN15199_c0_g1_i1,TRINITY_DN15199_c0_g1
TRINITY_DN15162_c0_g1_i1,TRINITY_DN15162_c0_g1
TRINITY_DN15103_c0_g1_i1,TRINITY_DN15103_c0_g1
TRINITY_DN15147_c0_g1_i1,TRINITY_DN15147_c0_g1
TRINITY_DN15142_c0_g1_i1,TRINITY_DN15142_c0_g1
TRINITY_DN15109_c0_g1_i1,TRINITY_DN15109_c0_g1
TRINITY_DN15190_c0_g1_i1,TRINITY_DN15190_c0_g1
TRINITY_DN15186_c0_g1_i1,TRINITY_DN15186_c0_g1
TRINITY_DN15152_c0_g1_i1,TRINITY_DN15152_c0_g1
TRINITY_DN15119_c0_g1_i1,TRINITY_DN15119_c0_g1
TRINITY_DN15197_c0_g1_i1,TRINITY_DN15197_c0_g1
TRINITY_DN15111_c0_g1_i1,TRINITY_DN15111_c0_g1
TRINITY_DN15188_c0_g1_i1,TRINITY_DN15188_c0_g1
TRINITY_DN15155_c0_g1_i1,TRINITY_DN15155_c0_g1
TRINITY_DN15133_c0_g1_i1,TRINITY_DN15133_c0_g1
TRINITY_DN15176_c0_g1_i1,TRINITY_DN15176_c0_g1
TRINITY_DN15179_c0_g1_i1,TRINITY_DN15179_c0_g1
TRINITY_DN15139_c0_g1_i1,TRINITY_DN15139_c0_g1
TRINITY_DN15154_c0_g1_i1,TRINITY_DN15154_c0_g1
TRINITY_DN15192_c0_g1_i1,TRINITY_DN15192_c0_g1
TRINITY_DN15169_c0_g1_i1,TRINITY_DN15169_c0_g1
TRINITY_DN15112_c0_g1_i1,TRINITY_DN15112_c0_g1
TRINITY_DN15189_c0_g1_i1,TRINITY_DN15189_c0_g1
TRINITY_DN15123_c0_g1_i1,TRINITY_DN15123_c0_g1
TRINITY_DN15105_c0_g1_i1,TRINITY_DN15105_c0_g1
TRINITY_DN15178_c0_g1_i1,TRINITY_DN15178_c0_g1
TRINITY_DN15181_c0_g1_i1,TRINITY_DN15181_c0_g1
TRINITY_DN15116_c0_g1_i1,TRINITY_DN15116_c0_g1
TRINITY_DN15177_c0_g1_i1,TRINITY_DN15177_c0_g1
TRINITY_DN15173_c0_g1_i1,TRINITY_DN15173_c0_g1
TRINITY_DN15193_c0_g1_i1,TRINITY_DN15193_c0_g1
TRINITY_DN15201_c0_g1_i1,TRINITY_DN15201_c0_g1
TRINITY_DN15164_c0_g1_i1,TRINITY_DN15164_c0_g1
TRINITY_DN15185_c0_g1_i1,TRINITY_DN15185_c0_g1
TRINITY_DN15107_c0_g1_i1,TRINITY_DN15107_c0_g1
TRINITY_DN15175_c0_g1_i1,TRINITY_DN15175_c0_g1
TRINITY_DN15108_c0_g1_i1,TRINITY_DN15108_c0_g1
TRINITY_DN15159_c0_g1_i1,TRINITY_DN15159_c0_g1
TRINITY_DN32634_c0_g1_i1,TRINITY_DN32634_c0_g1
TRINITY_DN32662_c0_g1_i1,TRINITY_DN32662_c0_g1
TRINITY_DN32643_c0_g1_i1,TRINITY_DN32643_c0_g1
TRINITY_DN32626_c0_g1_i1,TRINITY_DN32626_c0_g1
TRINITY_DN32646_c1_g1_i1,TRINITY_DN32646_c1_g1
TRINITY_DN32646_c2_g1_i1,TRINITY_DN32646_c2_g1
TRINITY_DN32691_c0_g1_i1,TRINITY_DN32691_c0_g1
TRINITY_DN32631_c0_g1_i1,TRINITY_DN32631_c0_g1
TRINITY_DN32647_c0_g1_i1,TRINITY_DN32647_c0_g1
TRINITY_DN32645_c0_g1_i1,TRINITY_DN32645_c0_g1
TRINITY_DN32620_c0_g1_i1,TRINITY_DN32620_c0_g1
TRINITY_DN32676_c0_g1_i1,TRINITY_DN32676_c0_g1
TRINITY_DN32657_c0_g1_i1,TRINITY_DN32657_c0_g1
TRINITY_DN32665_c0_g1_i1,TRINITY_DN32665_c0_g1
TRINITY_DN32683_c0_g1_i1,TRINITY_DN32683_c0_g1
TRINITY_DN32695_c0_g1_i1,TRINITY_DN32695_c0_g1
